id,ISSN,CN,name1,name2,oldname,category1,category2,cIF,sIF,publishNO,downNO,citeNO,evaluation,organizer,location,frequency,language,format,postalcode,firstissue,status,jurl
581,1000-0224,11-1810/N,自然科学史研究,Studies in the History of Natural Sciences,科学史集刊,哲学与人文科学；基础科学,自然科学理论与方法；文史哲综合,0.318,0.227,1943,565120,12820,核心期刊/JST/CSCD扩展版/CSSCI来源期刊,中国科学院自然科学史研究所;中国科学技术史学会,北京市,季刊,中文,16开,2-564,1958,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZRKY/detail'>Link</a>
582,1008-1399,61-1315/O1,高等数学研究,Studies in College Mathematics,数学学习(高等数学季刊),基础科学,数学,0.313,0.287,4555,1249833,9729,-,西北工业大学;陕西省数学会,陕西省西安市,双月,中文,16开,52-192,1954,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XUSJ/detail'>Link</a>
583,2095-6991,62-1212/N,兰州文理学院学报(自然科学版),Journal of Lanzhou University of Arts and Science(Natural Sciences),甘肃联合大学学报(自然科学版);甘肃教育学院学报(自然科学版),基础科学,基础科学综合,0.313,0.212,5510,869649,15082,JST,兰州文理学院,甘肃省兰州市,双月,中文,大16开,54-26,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GXJB/detail'>Link</a>
584,2095-0349,11-5991/O3,Theoretical & Applied Mechanics Letters,力学快报(英文),Theoretical and Applied Mechanics Letters,基础科学,力学,0.311,0.252,824,16668,1252,CA/INSPEC/JST/CSCD/WJCI,中国科学院力学研究所;中国力学学会,北京市,双月,英文,16开,82-776,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LXKB/detail'>Link</a>
585,2095-0691,34-1316/N,淮北师范大学学报(自然科学版),Journal of Huaibei Normal University(Natural Sciences),淮北煤炭师范学院学报(自然科学版);淮北煤师院学报(自然科学版),基础科学,基础科学综合,0.31,0.179,3229,419451,7610,CA,淮北师范大学,安徽省淮北市,季刊,中文,大16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/FMSB/detail'>Link</a>
586,1008-5564,61-1441/N,西安文理学院学报(自然科学版),Journal of Xi'an University(Natural Science Edition),西安教育学院学报,基础科学,基础科学综合,0.303,0.186,3360,639799,10920,-,西安文理学院,陕西省西安市,季刊,中文,大16开,-,1994,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XAJY/detail'>Link</a>
587,2096-2371,34-1327/Z,合肥学院学报(综合版),Journal of Hefei University(Comprehensive ED),合肥学院学报(自然科学版);合肥联合大学学报,社会科学2；基础科学,基础科学综合；教育综合,0.301,0.134,3040,474460,7538,-,合肥学院,安徽省合肥市,双月,中文,大16开,-,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HFXZ/detail'>Link</a>
588,0253-6102,11-2592/O3,Communications in Theoretical Physics,理论物理(英文版),理论物理通讯(英文版);Communicational in Theoretical Physics;Communicationa in Theoretical Physics,基础科学,物理学,0.3,0.26,6154,82243,6648,CA/INSPEC/SCI/JST/Pж(AJ)/CSCD/WJCI/卓越期刊,中国科学院理论物理研究所;中国物理学会,北京市,月刊,英文,16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CITP/detail'>Link</a>
589,1673-1441,11-5254/N,中国科技史杂志,The Chinese Journal for the History of Science and Technology,中国科技史料,哲学与人文科学；基础科学,基础科学综合；文史哲综合,0.3,0.25,2764,526143,10538,核心期刊/JST/CSCD扩展版/CSSCI来源期刊扩展版,中国科学技术史学会;中国科学院自然科学史研究所,北京市,季刊,中文,16开,82-323,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGKS/detail'>Link</a>
590,1674-7283,11-5837/O1,Science China Mathematics,中国科学:数学(英文版),中国科学A辑(英文版);Science in China(Ser.A);Science in China (Series A:Mathematics),基础科学,数学,0.299,0.223,8155,236889,19697,SCI/JST/Pж(AJ)/CSCD/WJCI/卓越期刊,中国科学院,北京市,月刊,英文,16开,-,1950,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JAXG/detail'>Link</a>
591,1671-0037,41-1319/N,创新科技,Innovation Science and Technology,-,基础科学,基础科学综合,0.297,0.143,7945,770761,8862,-,河南省科学技术信息研究院,河南省郑州市,月刊,中文,大16开,36-221,2002,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CXKJ/detail'>Link</a>
592,2097-0641,36-1123/P,江西测绘,-,-,基础科学,自然地理学和测绘学,0.297,0.203,1692,181373,2993,-,江西省测绘学会,江西省南昌市,季刊,中文,16开,69752,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HXCZ/detail'>Link</a>
593,1009-1327,11-4016/TL,应用泛函分析学报,Acta Analysis Functionalis Applicata,-,基础科学,数学,0.293,0.228,1224,73515,3180,-,中国原子能科学研究院;中国化工信息中心,北京市,季刊,中文,16开,-,1999,停刊,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YYFH/detail'>Link</a>
594,1003-3998,42-1226/O,数学物理学报,Acta Mathematica Scientia,-,基础科学,数学,0.291,0.27,4237,305082,17067,核心期刊/JST/Pж(AJ)/CSCD扩展版/WJCI,中国科学院精密测量科学与技术创新研究院,湖北省武汉市,双月,中文,16开,38-214,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXWX/detail'>Link</a>
595,1007-9831,23-1418/N,高师理科学刊,Journal of Science of Teachers' College and University,齐齐哈尔师范学院学报(自然科学版),基础科学,基础科学综合,0.29,0.195,7267,1034809,15204,-,齐齐哈尔大学,黑龙江省齐齐哈尔市,月刊,中文,大16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GLKX/detail'>Link</a>
596,1006-6748,11-3683/N,High Technology Letters,高技术通讯(英文版),高技术通讯(英文版),工程科技2；基础科学,基础科学综合；综合科技B类综合,0.287,0.209,1303,30421,1586,CA/Pж(AJ)/EI,中国科技信息研究所,北京市,季刊,英文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GJST/detail'>Link</a>
597,2095-297X,34-1321/Z,蚌埠学院学报,Journal of Bengbu University,-,社会科学2；基础科学,基础科学综合；教育综合,0.286,0.133,2278,430592,3799,-,蚌埠学院,安徽省蚌埠市,双月,中文,大16开,-,2012,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BBXY/detail'>Link</a>
598,1671-0657,13-1309/TE,物探装备,Equipment for Geophysical Prospecting,石油物探装备,基础科学,地球物理学；地质学,0.285,0.196,2807,188647,5660,-,中国石油集团东方地球物理勘探有限责任公司,河北省涿州市,双月,中文,大16开,-,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WTZB/detail'>Link</a>
599,1672-6960,33-1290/P,浙江国土资源,Zhejiang Land & Resources,浙江地质,经济与管理科学；基础科学,资源科学；农业经济,0.284,0.121,7876,508490,7286,-,浙江省国土资源厅信息中心;浙江省地质资料档案馆,浙江省杭州市,月刊,中文,大16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZJDZ/detail'>Link</a>
600,0255-7797,42-1163/O1,数学杂志,Journal of Mathematics,-,基础科学,数学,0.283,0.239,4404,280817,11946,JST/Pж(AJ),湖北省数学学会;武汉市数学学会;武汉大学,湖北省武汉市,双月,中文,16开,38-71,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXZZ/detail'>Link</a>
601,1671-6876,32-1657/N,淮阴师范学院学报(自然科学版),Journal of Huaiyin Teachers College(Natural Science Edition),-,基础科学,基础科学综合,0.28,0.122,1979,294125,4815,CA,淮阴师范学院,江苏省淮安市,季刊,中文,大16开,-,2002,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HYSK/detail'>Link</a>
602,0254-7791,11-2125/O1,计算数学,Mathematica Numerica Sinica,-,基础科学,数学,0.279,0.148,2024,236000,18079,核心期刊/JST/CSCD/WJCI,中国科学院数学与系统科学研究院,北京市,季刊,中文,16开,2-521,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JSSX/detail'>Link</a>
603,2096-9996,10-1743/P,Earthquake Research Advances,地震研究进展(英文),中国地震研究(英文版);Earthquake Research in China,基础科学,地球物理学；地质学,0.276,0.248,1281,26645,800,JST/CSCD/WJCI,中国地震台网中心,北京市,季刊,英文,16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZDZW/detail'>Link</a>
604,2095-7297,31-2088/P,海洋工程装备与技术,Ocean Engineering Equipment and Technology,-,基础科学,海洋学,0.275,0.246,872,76465,1425,-,上海交通大学,上海市,季刊,中文,16开,-,2014,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HYZB/detail'>Link</a>
605,1001-2427,22-1099/P,吉林地质,Jilin Geology,-,基础科学,地质学,0.274,0.2,3328,323467,12198,-,吉林省地质矿产勘查开发局,吉林省长春市,季刊,中文,16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JLDZ/detail'>Link</a>
606,1000-081X,32-1170/O1,高等学校计算数学学报,Numerical Mathematics A Journal of Chinese Universities,-,基础科学,数学,0.271,0.254,2012,179990,9419,JST/CSCD扩展版/WJCI,南京大学,江苏省南京市,季刊,中文,16开,28-17,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GDSX/detail'>Link</a>
607,1672-6804,11-5184/G,科学文化评论,Science & Culture Review,-,哲学与人文科学；基础科学,基础科学综合；文史哲综合,0.27,0.2,1239,289902,3125,-,中国科学院自然科学史研究所;中国科学院规划战略局,北京市,双月,中文,16开,80-184,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KXWP/detail'>Link</a>
608,1673-8462,45-1350/N,广西民族大学学报(自然科学版),Journal of Guangxi Minzu University(Natural Science Edition),广西民族学院学报(自然科学版),基础科学,基础科学综合,0.265,0.199,3072,506493,10339,CA,广西民族大学,广西壮族自治区南宁市,季刊,中文,大16开,48-96,1994,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GXMZ/detail'>Link</a>
609,1008-1151,45-1235/N,大众科技,Popular Science & Technology,-,基础科学,基础科学综合,0.263,0.174,18577,2583506,45528,-,中国科技开发院广西学院,广西壮族自治区南宁市,月刊,中文,大16开,48-94,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DZJI/detail'>Link</a>
610,1001-6996,61-1150/P,陕西地质,Geology of Shaanxi,-,基础科学,地质学,0.261,0.203,1147,138195,5780,-,陕西省地质矿产勘查开发局,陕西省西安市,半年,中文,16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXDY/detail'>Link</a>
611,0252-9602,42-1227/O,Acta Mathematica Scientia,数学物理学报,数学物理学报(英文版);Acta Mathematica Scientia(English Series),基础科学,数学,0.258,0.225,3693,94101,7804,SCI/JST/Pж(AJ)/CSCD/WJCI/卓越期刊,中国科学院武汉物理与数学研究所,湖北省武汉市,双月,英文,16开,-,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXWY/detail'>Link</a>
612,2095-7319,14-1372/P,经纬天地,Survey World,新探索,基础科学,自然地理学和测绘学,0.258,0.18,1758,98462,1036,JST,山西省测绘地理信息院,山西省太原市,双月,中文,大16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XTSO/detail'>Link</a>
613,2095-7394,32-1847/N,江苏理工学院学报,Journal of Jiangsu University of Technology,江苏技术师范学院学报(自然科学版);江苏技术师范学院学报;常州技术师范学院学报,基础科学,基础科学综合,0.25,0.164,3759,682772,10957,-,江苏理工学院,江苏省常州市,双月,中文,大16开,-,1995,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CZJF/detail'>Link</a>
614,1005-6157,34-1111/P,安徽地质,Geology of Anhui,-,基础科学,地质学,0.248,0.208,2093,241261,9374,-,安徽省地质学会,安徽省合肥市,季刊,中文,16开,-,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/AHDZ/detail'>Link</a>
615,1000-8349,31-1340/P,天文学进展,Progress in Astronomy,-,基础科学,天文学,0.246,0.185,1634,212289,5630,核心期刊/JST/CSCD/WJCI,中国科学院上海天文台;中国天文学会,上海市,季刊,中文,16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TWJZ/detail'>Link</a>
616,1001-8972,11-2739/N,中国科技信息,China Science and Technology Information,-,基础科学,基础科学综合,0.246,0.143,59215,7928211,140692,JST,中国科技新闻学会,北京市,半月,中文,大16开,82-415,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XXJK/detail'>Link</a>
617,1674-7216,11-5836/O1,中国科学:数学,Scientia Sinica(Mathematica),中国科学A辑;中国科学(A辑:数学),基础科学,数学,0.241,0.195,6699,736993,49342,核心期刊/JST/CSCD/WJCI,中国科学院;国家自然科学基金委员会,北京市,月刊,中文,16开,80-200,1950,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JAXK/detail'>Link</a>
618,0583-1431,11-2038/O1,数学学报(中文版),Acta Mathematica Sinica(Chinese Series),中国数学学报*中国数学会学报;数学学报,基础科学,数学,0.233,0.206,6299,453595,37305,核心期刊/JST/CSCD/WJCI,中国科学院数学与系统科学研究院,北京市,双月,中文,16开,2-502,1936,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXXB/detail'>Link</a>
619,1000-0917,11-2312/O1,数学进展,Advances in Mathematics(CHINA),-,基础科学,数学,0.232,0.206,3829,283341,14496,核心期刊/JST/CSCD扩展版/WJCI,中国数学会,北京市,双月,中文,16开,2-503,1955,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXJZ/detail'>Link</a>
620,1674-9146,14-1358/N,科技创新与生产力,Sci-tech Innovation and Productivity,太原科技情报;太原科技,基础科学,基础科学综合,0.231,0.112,10732,1342281,21899,-,太原科技战略研究院,山西省太原市,月刊,中文,大16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TAIY/detail'>Link</a>
621,1672-2027,14-1304/N,太原师范学院学报(自然科学版),Journal of Taiyuan Normal University(Natural Science Edition),太原师范学院学报(社会科学版);山西教育学院学报,基础科学,基础科学综合,0.228,0.17,3417,553696,9511,-,太原师范学院,山西省太原市,季刊,中文,大16开,-,2002,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SJYX/detail'>Link</a>
622,1004-1885,53-1041/P,云南地质,Yunnan Geology,-,工程科技1；基础科学,地质学；矿业工程,0.222,0.178,2930,323122,15165,-,云南省地质矿产勘察院,云南省昆明市,季刊,中文,16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YNZD/detail'>Link</a>
623,1005-9393,63-1034/G3,青海科技,Qinghai Science and Technology,-,基础科学,基础科学综合,0.218,0.186,4810,412987,8352,-,青海省科学技术厅,青海省西宁市,双月,中文,大16开,56-14,1994,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QKKJ/detail'>Link</a>
624,1004-3403,54-1016/G3,西藏科技,Tibet Science and Technology,-,基础科学,基础科学综合,0.218,0.153,7891,719989,12947,-,西藏自治区科技信息研究所,西藏自治区拉萨市,月刊,中文,大16开,-,1976,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XZKJ/detail'>Link</a>
625,2095-6827,10-1160/Q,Zoological Systematics,动物分类学报(英文版),动物分类学报,基础科学,生物学,0.217,0.15,4967,412648,21957,JST/Pж(AJ)/CSCD/WJCI,中国科学院动物研究所;中国动物学会;中国昆虫学会,北京市,季刊,英文,16开,2-154,1964,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DWFL/detail'>Link</a>
626,1674-8646,23-1560/G3,黑龙江科学,Heilongjiang Science,黑龙江科学(学术版),工程科技2；基础科学,基础科学综合；综合科技B类综合,0.213,0.115,17908,2315866,31135,JST,黑龙江省科学院,黑龙江省哈尔滨市,半月,中文,大16开,14-119,2010,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HELJ/detail'>Link</a>
